num,date,BitcoinValue,GoldValue,bitcoinPred,goldPred,mark
772,2018/10/23,6481.426,1235.95,6483.169622,1236.641173,TRUE
773,2018/10/24,6508.31,1230.55,6510.205233,1231.04158,TRUE
774,2018/10/25,6489.77,1230.8,6491.51538,1231.307186,TRUE
775,2018/10/26,6473.753333,1233.85,6475.500556,1234.548489,TRUE
776,2018/10/27,6465.9175,1233.85,6467.682658,1234.330578,FALSE
777,2018/10/28,6457.21,1233.85,6458.971865,1234.330578,FALSE
778,2018/10/29,6382.668333,1230.8,6384.410843,1231.219128,TRUE
779,2018/10/30,6309.452857,1225.4,6311.195367,1225.89158,TRUE
780,2018/10/31,6301.61,1214.95,6303.37513,1215.521313,TRUE
781,2018/11/1,6342.280833,1231.15,6344.169227,1231.841977,TRUE
782,2018/11/2,6387.674167,1232.1,6389.557803,1232.683331,TRUE
783,2018/11/3,6390.42,1232.1,6392.124736,1232.580578,FALSE
784,2018/11/4,6391.873333,1232.1,6393.58704,1232.580578,FALSE
785,2018/11/5,6436.965,1232.25,6438.848945,1232.746327,TRUE
786,2018/11/6,6437.76,1231.6,6439.483871,1232.025428,TRUE
787,2018/11/7,6538.79,1229.95,6540.639524,1230.343877,TRUE
788,2018/11/8,6486.251667,1224.15,6487.994181,1224.651899,TRUE
789,2018/11/9,6444.97,1211.4,6446.712542,1211.984829,TRUE
790,2018/11/10,6399.033333,1211.4,6400.775856,1211.880578,FALSE
791,2018/11/11,6378.268333,1211.4,6380.012695,1211.880578,FALSE
792,2018/11/12,6408.53,1205.55,6410.425662,1206.053131,TRUE
793,2018/11/13,6372.063333,1202.1,6373.805927,1202.531707,TRUE
794,2018/11/14,6176.155,1203.25,6177.89751,1203.852777,TRUE
795,2018/11/15,5756.77,1211.85,5758.51251,1212.545853,TRUE
796,2018/11/16,5596.1925,1222.4,5597.93501,1223.092426,TRUE
797,2018/11/17,5558.243333,1222.4,5559.985905,1222.880578,FALSE
798,2018/11/18,5572.44,1222.4,5574.289513,1222.880578,FALSE
799,2018/11/19,5303.9425,1221.6,5305.68501,1222.016576,TRUE
800,2018/11/20,4671.97,1223,4673.71251,1223.624524,TRUE
801,2018/11/21,4491.98,1226.1,4493.72251,1226.799347,TRUE
802,2018/11/22,4548.7975,1227.05,4550.67002,1227.633331,TRUE
803,2018/11/23,4309.3375,1223.65,4311.08001,1224.080097,TRUE
804,2018/11/24,4352.98,1223.65,4354.865423,1224.130578,FALSE
805,2018/11/25,3823.511667,1223.65,3825.254177,1224.130578,FALSE
806,2018/11/26,3920.536667,1223.4,3922.387226,1223.856448,TRUE
807,2018/11/27,3793.35,1221.2,3795.09251,1221.598058,TRUE
808,2018/11/28,4103.453846,1213.25,4105.296433,1213.793939,TRUE
809,2018/11/29,4263.783333,1226.25,4265.626768,1226.94116,TRUE
810,2018/11/30,4278.77,1217.55,4280.626028,1218.104083,TRUE
811,2018/12/1,4116.7775,1217.55,4118.52001,1218.030578,FALSE
812,2018/12/2,4167.546667,1217.55,4169.424877,1218.030578,FALSE
813,2018/12/3,4140.6,1230.3,4142.343058,1230.991185,TRUE
814,2018/12/4,3961.493333,1240.3,3963.235843,1240.993121,TRUE
815,2018/12/5,3858.349167,1235.9,3860.091677,1236.362363,TRUE
816,2018/12/6,3744.98,1242.55,3746.72251,1243.252218,TRUE
817,2018/12/7,3405.643333,1243.3,3407.385843,1243.862405,TRUE
818,2018/12/8,3435.34,1243.3,3437.235744,1243.780578,FALSE
819,2018/12/9,3453.66,1243.3,3455.536448,1243.780578,FALSE
820,2018/12/10,3523.96,1245.35,3525.822226,1246.016658,TRUE
821,2018/12/11,3426.19,1245.3,3427.93251,1245.775515,TRUE
822,2018/12/12,3407.28,1245.75,3409.025179,1246.279362,TRUE
823,2018/12/13,3406.7625,1242.75,3408.511629,1243.167624,TRUE
824,2018/12/14,3278.374167,1235.35,3280.116677,1235.885166,TRUE
825,2018/12/15,3242.42,1235.35,3244.162603,1235.830578,FALSE
826,2018/12/16,3271.238333,1235.35,3273.134093,1235.830578,FALSE
827,2018/12/17,3392.405,1241.65,3394.251009,1242.353581,TRUE
828,2018/12/18,3556.54,1246.3,3558.383327,1247.008501,TRUE
829,2018/12/19,3808.0425,1255,3809.885116,1255.695607,TRUE
830,2018/12/20,3982.850833,1259.75,3984.693924,1260.458398,TRUE
831,2018/12/21,4135.19,1258.15,4137.033716,1258.544091,TRUE
832,2018/12/22,3910.973333,1258.15,3912.715843,1258.630578,FALSE
833,2018/12/23,4027.478333,1258.15,4029.324954,1258.630578,FALSE
834,2018/12/24,3995.17,1256.575,3996.9127,1256.969242,TRUE
835,2018/12/25,3813.88,1256.575,3815.62251,1257.055578,FALSE
836,2018/12/26,3825.379167,1256.575,3827.200602,1257.055578,FALSE
837,2018/12/27,3848.21,1268,3850.100622,1268.691676,TRUE
838,2018/12/28,3743.905,1279,3745.64751,1279.691991,TRUE
839,2018/12/29,3912.285833,1279,3914.129055,1279.480578,FALSE
840,2018/12/30,3770.36,1279,3772.10251,1279.480578,FALSE
841,2018/12/31,3791.545833,1267.7875,3793.432672,1268.364193,TRUE
842,2019/1/1,3752.271667,1267.7875,3754.014225,1268.268078,FALSE
843,2019/1/2,3855.88,1282.9,3857.728928,1283.591521,TRUE
844,2019/1/3,3865.7975,1290.45,3867.597959,1291.148937,TRUE
845,2019/1/4,3822.626667,1279.9,3824.369199,1280.47208,TRUE
846,2019/1/5,3856.62,1279.9,3858.51403,1280.380578,FALSE
847,2019/1/6,3920.456667,1279.9,3922.323397,1280.380578,FALSE
848,2019/1/7,4036.093333,1292.2,4037.940079,1292.891279,TRUE
849,2019/1/8,4032.25,1286.45,4034.029396,1286.950654,TRUE
850,2019/1/9,4034.138333,1288.6,4035.847243,1289.271406,TRUE
851,2019/1/10,3812.585833,1291.9,3814.328343,1292.602284,TRUE
852,2019/1/11,3646.25,1288.95,3647.99251,1289.36614,TRUE
853,2019/1/12,3646.345833,1288.95,3648.082951,1289.430578,FALSE
854,2019/1/13,3599.841667,1288.95,3601.584189,1289.430578,FALSE
855,2019/1/14,3531.96,1292.75,3533.70251,1293.456792,TRUE
856,2019/1/15,3656.785,1294.4,3658.630593,1295.043168,TRUE
857,2019/1/16,3621.270833,1292.3,3623.013444,1292.696538,TRUE
858,2019/1/17,3621.43,1290.7,3623.165868,1291.094091,TRUE
859,2019/1/18,3632.395,1284.2,3634.209728,1284.71798,TRUE
860,2019/1/19,3690.523333,1284.2,3692.394701,1284.680578,FALSE
861,2019/1/20,3703.98,1284.2,3705.822739,1284.680578,FALSE
862,2019/1/21,3548.4275,1279.55,3550.17001,1280.020082,TRUE
863,2019/1/22,3540.02,1282.1,3541.782956,1282.786545,TRUE
864,2019/1/23,3587.35,1279.8,3589.23166,1280.199846,TRUE
865,2019/1/24,3566.4,1283.7,3568.144296,1284.40731,TRUE
866,2019/1/25,3586.25,1293.9,3588.132673,1294.592846,TRUE
867,2019/1/26,3577.79,1293.9,3579.552762,1294.380578,FALSE
868,2019/1/27,3576.3,1293.9,3578.065351,1294.380578,FALSE
869,2019/1/28,3554.5,1302.15,3556.244021,1302.84678,TRUE
870,2019/1/29,3448.58,1307.55,3450.32251,1308.256879,TRUE
871,2019/1/30,3421.6,1310.7,3423.343054,1311.400154,TRUE
872,2019/1/31,3470,1323.25,3471.880575,1323.941219,TRUE
873,2019/2/1,3444.81,1318.7,3446.553284,1319.167023,TRUE
874,2019/2/2,3475.33,1318.7,3477.225607,1319.180578,FALSE
875,2019/2/3,3506.22,1318.7,3508.115512,1319.180578,FALSE
876,2019/2/4,3456.02,1312.15,3457.762516,1312.669034,TRUE
877,2019/2/5,3452.35,1314.2,3454.129416,1314.866658,TRUE
878,2019/2/6,3467.34,1312.4,3469.196054,1312.793901,TRUE
879,2019/2/7,3405.7,1310,3407.442511,1310.401872,TRUE
880,2019/2/8,3394.76,1314.85,3396.515202,1315.558253,TRUE
881,2019/2/9,3661.08,1314.85,3662.922602,1315.330578,FALSE
882,2019/2/10,3664.38,1314.85,3666.085723,1315.330578,FALSE
883,2019/2/11,3686.29,1306.4,3688.178672,1306.950917,TRUE
884,2019/2/12,3629.47,1310,3631.212512,1310.705408,TRUE
885,2019/2/13,3632.42,1312.8,3634.12478,1313.493341,TRUE
886,2019/2/14,3614.5,1311.45,3616.245752,1311.847033,TRUE
887,2019/2/15,3600.31,1316.55,3602.059253,1317.257732,TRUE
888,2019/2/16,3608.2,1316.55,3609.969059,1317.030578,FALSE
889,2019/2/17,3619.55,1316.55,3621.369601,1317.030578,FALSE
890,2019/2/18,3670.74,1325.5,3672.617796,1326.195027,TRUE
891,2019/2/19,3910.8,1334.15,3912.642632,1334.845729,TRUE
892,2019/2/20,3926.53,1343.75,3928.391524,1344.443751,TRUE
893,2019/2/21,3987.18,1331.25,3989.049243,1331.83371,TRUE
894,2019/2/22,3944.88,1329.05,3946.622536,1329.448058,TRUE
895,2019/2/23,3983.48,1329.05,3985.370358,1329.530578,FALSE
896,2019/2/24,4139.6,1329.05,4141.443573,1329.530578,FALSE
897,2019/2/25,3766.89,1331.05,3768.63251,1331.714124,TRUE
898,2019/2/26,3848.33,1325.05,3850.186169,1325.556748,TRUE
899,2019/2/27,3831.45,1322.85,3833.196488,1323.248058,TRUE
900,2019/2/28,3833.23,1319.15,3834.939943,1319.589829,TRUE
901,2019/3/1,3850.08,1311.95,3851.948732,1312.481664,TRUE
902,2019/3/2,3834.62,1311.95,3836.367767,1312.430578,FALSE
903,2019/3/3,3831.44,1311.95,3833.218754,1312.430578,FALSE
904,2019/3/4,3814.58,1285.4,3816.326504,1286.003393,TRUE
905,2019/3/5,3730.98,1283.8,3732.72251,1284.194091,TRUE
906,2019/3/6,3872.25,1285.85,3874.094263,1286.516658,TRUE
907,2019/3/7,3876.85,1285.3,3878.567065,1285.732195,TRUE
908,2019/3/8,3886.82,1296.75,3888.621209,1297.44166,TRUE
909,2019/3/9,3875.96,1296.75,3877.715399,1297.230578,FALSE
910,2019/3/10,3950.56,1296.75,3952.419648,1297.230578,FALSE
911,2019/3/11,3928.17,1292.75,3929.913855,1293.199594,TRUE
912,2019/3/12,3881.09,1297.05,3882.83252,1297.758445,TRUE
913,2019/3/13,3892.51,1306.95,3894.330465,1307.643268,TRUE
914,2019/3/14,3877.77,1295.55,3879.518565,1296.127863,TRUE
915,2019/3/15,3885.21,1303.5,3886.971595,1304.197656,TRUE
916,2019/3/16,3936.5,1303.5,3938.377698,1303.980578,FALSE
917,2019/3/17,4015.95,1303.5,4017.807107,1303.980578,FALSE
918,2019/3/18,3994.92,1305.6,3996.664268,1306.269085,TRUE
919,2019/3/19,3998.77,1307.7,4000.479193,1308.369085,TRUE
920,2019/3/20,4029.11,1303.7,4031.005647,1304.149594,TRUE
921,2019/3/21,4056.4,1309.6,4058.295416,1310.305124,TRUE
922,2019/3/22,3992.34,1311.3,3994.08251,1311.946521,TRUE
923,2019/3/23,3999.06,1311.3,4000.809527,1311.780578,FALSE
924,2019/3/24,4011.92,1311.3,4013.756778,1311.780578,FALSE
925,2019/3/25,3994.11,1319.55,3995.855823,1320.24678,TRUE
926,2019/3/26,3935.89,1316.3,3937.632511,1316.72532,TRUE
927,2019/3/27,3947.74,1309.7,3949.565628,1310.220077,TRUE
928,2019/3/28,4048.51,1295.15,4050.359587,1295.741162,TRUE
929,2019/3/29,4037.37,1295.4,4039.124722,1295.907186,TRUE
930,2019/3/30,4115.55,1295.4,4117.407737,1295.880578,FALSE
931,2019/3/31,4114.44,1295.4,4116.199639,1295.880578,FALSE
932,2019/4/1,4114.16,1293.5,4115.904542,1293.894426,TRUE
933,2019/4/2,4152.53,1290.3,4154.420567,1290.723749,TRUE
934,2019/4/3,4882.88,1290.45,4884.722583,1290.946327,TRUE
935,2019/4/4,4959.81,1283.15,4961.668381,1283.683436,TRUE
936,2019/4/5,4911.24,1288.45,4912.982518,1289.157185,TRUE
937,2019/4/6,5028.77,1288.45,5030.616478,1288.930578,FALSE
938,2019/4/7,5053.52,1288.45,5055.413514,1288.930578,FALSE
939,2019/4/8,5189.39,1300,5191.234618,1300.6916,TRUE
940,2019/4/9,5268.71,1303,5270.567171,1303.697576,TRUE
941,2019/4/10,5175.81,1305.45,5177.55251,1306.133292,TRUE
942,2019/4/11,5310.18,1298.8,5312.02473,1299.321107,TRUE
943,2019/4/12,5035.02,1294.3,5036.76251,1294.765479,TRUE
944,2019/4/13,5072.85,1294.3,5074.741051,1294.780578,FALSE
945,2019/4/14,5064.62,1294.3,5066.383622,1294.780578,FALSE
946,2019/4/15,5152.51,1285.65,5154.363501,1286.203466,TRUE
947,2019/4/16,5036.18,1276.35,5037.92251,1276.910893,TRUE
948,2019/4/17,5196.65,1275.85,5198.493431,1276.285834,TRUE
949,2019/4/18,5220.37,1275.7,5222.262144,1276.165727,TRUE
950,2019/4/19,5276.31,1275.7,5278.183308,1276.180578,FALSE
951,2019/4/20,5277.04,1275.7,5278.765025,1276.180578,FALSE
952,2019/4/21,5309.28,1275.7,5311.175003,1276.180578,FALSE
953,2019/4/22,5281.83,1275.7,5283.573006,1276.180578,FALSE
954,2019/4/23,5377.19,1269.5,5379.041031,1270.011392,TRUE
955,2019/4/24,5518.16,1271.65,5520.004281,1272.321406,TRUE
956,2019/4/25,5434.19,1280.8,5435.93251,1281.4946,TRUE
957,2019/4/26,5195.61,1284.2,5197.35251,1284.903482,TRUE
958,2019/4/27,5292.83,1284.2,5294.680505,1284.680578,FALSE
959,2019/4/28,5280.19,1284.2,5281.941639,1284.680578,FALSE
960,2019/4/29,5301.29,1279.5,5303.176603,1279.971596,TRUE
961,2019/4/30,5260.65,1282.3,5262.392547,1282.993341,TRUE
962,2019/5/1,5269.79,1283.8,5271.578951,1284.432359,TRUE
963,2019/5/2,5326.67,1270.95,5328.542464,1271.535257,TRUE
964,2019/5/3,5390.16,1278.55,5392.026994,1279.24877,TRUE
965,2019/5/4,5657.14,1278.55,5658.982602,1279.030578,FALSE
966,2019/5/5,5771.08,1278.55,5772.927002,1279.030578,FALSE
967,2019/5/6,5717.66,1278.55,5719.402513,1279.030578,FALSE
968,2019/5/7,5684.47,1281.2,5686.21267,1281.889481,TRUE
969,2019/5/8,5755.72,1285.2,5757.581628,1285.907725,TRUE
970,2019/5/9,5936.72,1286.1,5938.56299,1286.678221,TRUE
971,2019/5/10,6146.91,1287.1,6148.752726,1287.688346,TRUE
972,2019/5/11,6348.02,1287.1,6349.862781,1287.580578,FALSE
973,2019/5/12,7248.31,1287.1,7250.152583,1287.580578,FALSE
974,2019/5/13,6978.63,1295.6,6980.37251,1296.296107,TRUE
975,2019/5/14,7823.11,1298.4,7824.952583,1299.093341,TRUE
976,2019/5/15,7992.69,1299.1,7994.533195,1299.656997,TRUE
977,2019/5/16,8206.9,1291.7,8208.742707,1292.235166,TRUE
978,2019/5/17,7885.96,1280.8,7887.70251,1281.374615,TRUE
979,2019/5/18,7362.22,1280.8,7363.96251,1281.280578,FALSE
980,2019/5/19,7265.05,1280.8,7266.79251,1281.280578,FALSE
981,2019/5/20,8193.7,1276.85,8195.542583,1277.297973,TRUE
982,2019/5/21,8007.03,1271.15,8008.77251,1271.649397,TRUE
983,2019/5/22,7952.5,1273.8,7954.242512,1274.489481,TRUE
984,2019/5/23,7625.93,1283.65,7627.67251,1284.343344,TRUE
985,2019/5/24,7880.29,1282.5,7882.132612,1282.901901,TRUE
986,2019/5/25,8003.26,1282.5,8005.105797,1282.980578,FALSE
987,2019/5/26,8071.45,1282.5,8073.313611,1282.980578,FALSE
988,2019/5/27,8744.42,1282.5,8746.262583,1282.980578,FALSE
989,2019/5/28,8770.06,1278.3,8771.954398,1278.756032,TRUE
990,2019/5/29,8719.88,1281.65,8721.622516,1282.352904,TRUE
991,2019/5/30,8662.98,1280.95,8664.722512,1281.372304,TRUE
992,2019/5/31,8272.46,1295.55,8274.20251,1296.241357,TRUE
993,2019/6/1,8553.81,1295.55,8555.652594,1296.030578,FALSE
994,2019/6/2,8554.8,1295.55,8556.520551,1296.030578,FALSE
995,2019/6/3,8739.03,1317.1,8740.872946,1317.79524,TRUE
996,2019/6/4,8134.92,1324.25,8136.66251,1324.950337,TRUE
997,2019/6/5,7675.8,1335.05,7677.54251,1335.74217,TRUE
998,2019/6/6,7786.04,1335.5,7787.887615,1336.029362,TRUE
999,2019/6/7,7803.23,1340.65,7805.100683,1341.357604,TRUE
1000,2019/6/8,7998.29,1340.65,8000.132829,1341.130578,FALSE
1001,2019/6/9,7931.34,1340.65,7933.08251,1341.130578,FALSE
1002,2019/6/10,7640.61,1328.6,7642.35251,1329.181511,TRUE
1003,2019/6/11,8020.38,1324.3,8022.222583,1324.759213,TRUE
1004,2019/6/12,7917.58,1332.35,7919.32251,1333.047356,TRUE
1005,2019/6/13,8173.06,1335.9,8174.902611,1336.604981,TRUE
1006,2019/6/14,8237.88,1351.25,8239.745994,1351.941609,TRUE
1007,2019/6/15,8693.6,1351.25,8695.442583,1351.730578,FALSE
1008,2019/6/16,8859.47,1351.25,8861.313282,1351.730578,FALSE
1009,2019/6/17,8978.99,1341.3,8980.836214,1341.867163,TRUE
1010,2019/6/18,9327.48,1341.35,9329.322584,1341.835741,TRUE
1011,2019/6/19,9076.18,1344.05,9077.92251,1344.740838,TRUE
1012,2019/6/20,9281.7,1379.5,9283.542752,1380.204746,TRUE
1013,2019/6/21,9531.35,1397.15,9533.192618,1397.842746,TRUE
1014,2019/6/22,10209.38,1397.15,10211.22258,1397.630578,FALSE
1015,2019/6/23,10668.63,1397.15,10670.47258,1397.630578,FALSE
1016,2019/6/24,10814.48,1405.7,10816.32401,1406.395979,TRUE
1017,2019/6/25,11017.5,1431.4,11019.34277,1432.098096,TRUE
1018,2019/6/26,11766.4,1403.95,11768.24258,1404.553611,TRUE
1019,2019/6/27,12932.55,1402.5,12934.39258,1402.895464,TRUE
1020,2019/6/28,11132.85,1409,11134.59251,1409.7028,TRUE
1021,2019/6/29,12374.35,1409,12376.19258,1409.480578,FALSE
1022,2019/6/30,11890.38,1409,11892.12251,1409.480578,FALSE
1023,2019/7/1,10737.73,1390.1,10739.47251,1390.699013,TRUE
1024,2019/7/2,10578.72,1391.05,10580.46251,1391.633331,TRUE
1025,2019/7/3,10805.4,1413.5,10807.24266,1414.195853,TRUE
1026,2019/7/4,11984.76,1414.9,11986.60258,1415.524524,TRUE
1027,2019/7/5,11160.49,1388.65,11162.23251,1389.253313,TRUE
1028,2019/7/6,10955.16,1388.65,10956.90251,1389.130578,FALSE
1029,2019/7/7,11232.04,1388.65,11233.8826,1389.130578,FALSE
1030,2019/7/8,11477.01,1400.1,11478.85262,1400.79166,TRUE
1031,2019/7/9,12313.08,1391.55,12314.92258,1392.102208,TRUE
1032,2019/7/10,12586.78,1408.3,12588.6226,1408.992251,TRUE
1033,2019/7/11,12099.9,1413.75,12101.64251,1414.456718,TRUE
1034,2019/7/12,11352.87,1407.6,11354.61251,1408.110251,TRUE
1035,2019/7/13,11803.97,1407.6,11805.81258,1408.080578,FALSE
1036,2019/7/14,11389.1,1407.6,11390.84251,1408.080578,FALSE
1037,2019/7/15,10186.96,1412.4,10188.70251,1413.108331,TRUE
1038,2019/7/16,10873.5,1409.85,10875.34258,1410.255298,TRUE
1039,2019/7/17,9397.72,1410.35,9399.46251,1410.884934,TRUE
1040,2019/7/18,9674.28,1417.45,9676.122596,1418.150519,TRUE
1041,2019/7/19,10638.56,1439.7,10640.40258,1440.395717,TRUE
1042,2019/7/20,10535.75,1439.7,10537.49251,1440.180578,FALSE
1043,2019/7/21,10764.9,1439.7,10766.74266,1440.180578,FALSE
1044,2019/7/22,10587.41,1427.75,10589.15251,1428.330988,TRUE
1045,2019/7/23,10323.62,1425.55,10325.36251,1425.948058,TRUE
1046,2019/7/24,9844.3,1426.95,9846.04251,1427.574524,TRUE
1047,2019/7/25,9772.17,1416.1,9773.91251,1416.674267,TRUE
1048,2019/7/26,9875.17,1420.4,9877.019064,1421.108445,TRUE
1049,2019/7/27,9848.65,1420.4,9850.393106,1420.880578,FALSE
1050,2019/7/28,9473.99,1420.4,9475.73251,1420.880578,FALSE
1051,2019/7/29,9530,1419.05,9531.873245,1419.447033,TRUE
1052,2019/7/30,9501.33,1425.9,9503.0729,1426.601452,TRUE
1053,2019/7/31,9589.13,1427.55,9590.983535,1428.193168,TRUE
1054,2019/8/1,10084.7,1406.8,10086.54258,1407.400708,TRUE
1055,2019/8/2,10407.17,1441.75,10409.01259,1442.454412,TRUE
1056,2019/8/3,10529.55,1441.75,10531.39587,1442.230578,FALSE
1057,2019/8/4,10814.57,1441.75,10816.41259,1442.230578,FALSE
1058,2019/8/5,10980.23,1465.25,10982.07329,1465.946575,TRUE
1059,2019/8/6,11787.99,1465.25,11789.83258,1465.730578,TRUE
1060,2019/8/7,11465.67,1506.05,11467.41251,1506.758265,TRUE
1061,2019/8/8,11960.82,1495.75,11962.66258,1496.320124,TRUE
1062,2019/8/9,11996.41,1497.7,11998.30291,1498.36148,TRUE
1063,2019/8/10,11856.64,1497.7,11858.38251,1498.180578,FALSE
1064,2019/8/11,11282.22,1497.7,11283.96251,1498.180578,FALSE
1065,2019/8/12,11566.84,1504.7,11568.68259,1505.400888,TRUE
1066,2019/8/13,11386.26,1498.4,11388.00251,1498.913638,TRUE
1067,2019/8/14,10858.12,1513.25,10859.86251,1513.941432,TRUE
1068,2019/8/15,10016.96,1515.65,10018.70251,1516.33154,TRUE
1069,2019/8/16,10302.17,1515.25,10304.01259,1515.693608,TRUE
1070,2019/8/17,10359.44,1515.25,10361.31212,1515.730578,FALSE
1071,2019/8/18,10214.52,1515.25,10216.26251,1515.730578,FALSE
1072,2019/8/19,10317.6,1496.6,10319.44905,1497.198732,TRUE
1073,2019/8/20,10917.26,1504.55,10919.10258,1505.247656,TRUE
1074,2019/8/21,10760.56,1503.25,10762.30251,1503.648028,TRUE
1075,2019/8/22,10129.4,1502.05,10131.14251,1502.450458,TRUE
1076,2019/8/23,10111.98,1503.8,10113.72609,1504.449752,TRUE
1077,2019/8/24,10405.81,1503.8,10407.65259,1504.280578,FALSE
1078,2019/8/25,10143.8,1503.8,10145.54251,1504.280578,FALSE
1079,2019/8/26,10135.06,1503.8,10136.82175,1504.280578,FALSE
1080,2019/8/27,10360.28,1532.95,10362.12267,1533.650477,TRUE
1081,2019/8/28,10171.95,1537.15,10173.69251,1537.858284,TRUE
1082,2019/8/29,9717.82,1540.2,9719.56251,1540.898489,TRUE
1083,2019/8/30,9484.55,1528.4,9486.29251,1528.980178,TRUE
1084,2019/8/31,9577.99,1528.4,9579.84161,1528.880578,FALSE
1085,2019/9/1,9600.9,1528.4,9602.790772,1528.880578,FALSE
1086,2019/9/2,9769.79,1525.95,9771.633211,1526.352966,TRUE
1087,2019/9/3,10386.64,1537.85,10388.48258,1538.541422,TRUE
1088,2019/9/4,10621.29,1546.1,10623.13264,1546.79678,TRUE
1089,2019/9/5,10584.16,1529.1,10585.90258,1529.696461,TRUE
1090,2019/9/6,10577.8,1523.7,10579.57141,1524.19158,TRUE
1091,2019/9/7,10317.47,1523.7,10319.21251,1524.180578,FALSE
1092,2019/9/8,10487.21,1523.7,10489.05319,1524.180578,FALSE
1093,2019/9/9,10406.31,1509.2,10408.05251,1509.79102,TRUE
1094,2019/9/10,10313.66,1498.25,10315.40251,1498.824959,TRUE
1095,2019/9/11,10101.03,1490.65,10102.77251,1491.188497,TRUE
1096,2019/9/12,10159.32,1515.2,10161.19123,1515.8973,TRUE
1097,2019/9/13,10420.16,1503.1,10422.00261,1503.681768,TRUE
1098,2019/9/14,10363.9,1503.1,10365.64251,1503.580578,FALSE
1099,2019/9/15,10361.33,1503.1,10363.10612,1503.580578,FALSE
1100,2019/9/16,10310.43,1497.2,10312.17251,1497.704349,TRUE
1101,2019/9/17,10265.63,1502.1,10267.37253,1502.808166,TRUE
1102,2019/9/18,10190.36,1503.5,10192.10251,1504.124524,TRUE
1103,2019/9/19,10157.59,1500.7,10159.33268,1501.111837,TRUE
1104,2019/9/20,10275.88,1501.9,10277.72637,1502.507366,TRUE
1105,2019/9/21,10173.11,1501.9,10174.85251,1502.380578,FALSE
1106,2019/9/22,9979.49,1501.9,9981.23251,1502.380578,FALSE
1107,2019/9/23,10033.05,1522.1,10034.92551,1522.794337,TRUE
1108,2019/9/24,9683.38,1520.65,9685.12251,1521.045464,TRUE
1109,2019/9/25,8553.61,1528.75,8555.35251,1529.447209,TRUE
1110,2019/9/26,8432.23,1506.4,8433.97251,1507.001755,TRUE
1111,2019/9/27,8055.64,1489.9,8057.38251,1490.4956,TRUE
1112,2019/9/28,8193.9,1489.9,8195.744453,1490.380578,FALSE
1113,2019/9/29,8225,1489.9,8226.895449,1490.380578,FALSE
1114,2019/9/30,8056.74,1485.3,8058.48251,1485.768558,TRUE
1115,2019/10/1,8307.74,1473.45,8309.582616,1474.030452,TRUE
1116,2019/10/2,8322.92,1492.6,8324.777515,1493.293658,TRUE
1117,2019/10/3,8382.03,1517.1,8383.900526,1517.797266,TRUE
1118,2019/10/4,8236.17,1499.15,8237.91251,1499.747863,TRUE
1119,2019/10/5,8155.48,1499.15,8157.22251,1499.630578,FALSE
1120,2019/10/6,8147.69,1499.15,8149.455341,1499.630578,FALSE
1121,2019/10/7,7869.74,1501.25,7871.48251,1501.919085,TRUE
1122,2019/10/8,8212.02,1505.85,8213.862584,1506.558535,TRUE
1123,2019/10/9,8190,1507.25,8191.743957,1507.874524,TRUE
1124,2019/10/10,8587.92,1494.8,8589.762583,1495.383477,TRUE
1125,2019/10/11,8586.9,1479.15,8588.658156,1479.743902,TRUE
1126,2019/10/12,8269.73,1479.15,8271.47251,1479.630578,FALSE
1127,2019/10/13,8308.01,1479.15,8309.900649,1479.630578,FALSE
1128,2019/10/14,8283.76,1490.6,8285.503442,1491.29166,TRUE
1129,2019/10/15,8353.54,1487.8,8355.402559,1488.211837,TRUE
1130,2019/10/16,8162.16,1485.1,8163.90251,1485.509114,TRUE
1131,2019/10/17,8002.51,1492.65,8004.25251,1493.348937,TRUE
1132,2019/10/18,8076.78,1490,8078.639834,1490.407803,TRUE
1133,2019/10/19,7954.15,1490,7955.89251,1490.480578,FALSE
1134,2019/10/20,7960.04,1490,7961.775845,1490.480578,FALSE
1135,2019/10/21,8231.06,1491.65,8232.902599,1492.293168,TRUE
1136,2019/10/22,8222.52,1485.35,8224.282468,1485.863638,TRUE
1137,2019/10/23,8026.76,1494.45,8028.50251,1495.144704,TRUE
1138,2019/10/24,7469.56,1496.55,7471.30251,1497.219085,TRUE
1139,2019/10/25,7431.88,1513.45,7433.622576,1514.14233,TRUE
1140,2019/10/26,8666.79,1513.45,8668.632583,1513.930578,FALSE
1141,2019/10/27,9259.8,1513.45,9261.642583,1513.930578,FALSE
1142,2019/10/28,9551.54,1492.4,9553.382591,1493.00093,TRUE
1143,2019/10/29,9218.76,1486.75,9220.50251,1487.248126,TRUE
1144,2019/10/30,9433.35,1492.1,9435.192705,1492.807035,TRUE
1145,2019/10/31,9164.62,1510.95,9166.36251,1511.643469,TRUE
1146,2019/11/1,9147.98,1508.8,9149.72668,1509.197263,TRUE
1147,2019/11/2,9252.99,1508.8,9254.838625,1509.280578,FALSE
1148,2019/11/3,9301.18,1508.8,9303.060787,1509.280578,FALSE
1149,2019/11/4,9206.16,1509.45,9207.90251,1510.001536,TRUE
1150,2019/11/5,9418.05,1488.95,9419.892718,1489.550514,TRUE
1151,2019/11/6,9310.19,1486.05,9311.93251,1486.46468,TRUE
1152,2019/11/7,9343.34,1484.25,9345.234537,1484.643901,TRUE
1153,2019/11/8,9204.24,1464.15,9205.98251,1464.750182,TRUE
1154,2019/11/9,8766.04,1464.15,8767.78251,1464.630578,FALSE
